customer_id,customer_name,row_id,order_id,order_date,order_priority,year,weeknum,ship_date,ship_mode,shipping_cost,segment,country,city,state,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,market,market2
CC-126704,Craig Carreira,31766,US-2013-100419,2013-12-17,Medium,2013,51,2013-12-21,Second Class,0.13,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,5,3,0.8,-7.9002,US,North America
BP-111854,Ben Peterman,33602,CA-2013-115574,2013-12-24,High,2013,52,2013-12-25,First Class,22.62,Corporate,United States,Chicago,Illinois,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",141,2,0.3,-14.1372,US,North America
RD-198104,Ross DeVincentis,38743,CA-2014-127474,2014-02-04,High,2014,6,2014-02-08,Second Class,3.37,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,22,1,0.6,-26.085,US,North America
SU-206654,Stephanie Ulpright,36864,CA-2014-157966,2014-03-14,Critical,2014,11,2014-03-14,Same Day,20.04,Home Office,United States,Chicago,Illinois,Central,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,90,1,0.3,-2.5648,US,North America
SU-206654,Stephanie Ulpright,36862,CA-2014-157966,2014-03-14,Critical,2014,11,2014-03-14,Same Day,52.54,Home Office,United States,Chicago,Illinois,Central,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",210,2,0.3,8.9994,US,North America
EG-139004,Emily Grady,34539,CA-2014-114524,2014-04-01,Medium,2014,14,2014-04-06,Second Class,0.46,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",13,13,0.8,-22.8956,US,North America
TH-212354,Tiffany House,39753,US-2014-118556,2014-05-29,High,2014,22,2014-06-03,Second Class,14.3,Corporate,United States,Chicago,Illinois,Central,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",107,3,0.3,-29.0073,US,North America
TH-212354,Tiffany House,39754,US-2014-118556,2014-05-29,High,2014,22,2014-06-03,Second Class,0.47,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,4,3,0.8,-6.237,US,North America
TS-216104,Troy Staebel,40833,CA-2014-124191,2014-06-13,High,2014,24,2014-06-15,Second Class,0.93,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",9,3,0.6,-6.8634,US,North America
SD-204854,Shirley Daniels,32743,CA-2014-102337,2014-06-14,High,2014,24,2014-06-17,First Class,51.9,Home Office,United States,Chicago,Illinois,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,470,7,0.3,-87.3418,US,North America
GH-144104,Gary Hansen,36454,CA-2014-163006,2014-07-01,High,2014,27,2014-07-05,Second Class,71.0,Home Office,United States,Chicago,Illinois,Central,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569,3,0.3,-178.8468,US,North America
GH-144104,Gary Hansen,36455,CA-2014-163006,2014-07-01,High,2014,27,2014-07-05,Second Class,1.63,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",14,2,0.6,-10.3124,US,North America
NS-186404,Noel Staavos,32341,CA-2014-115651,2014-07-10,Critical,2014,28,2014-07-13,First Class,17.18,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,58,9,0.8,-146.16,US,North America
CM-121904,Charlotte Melton,33304,CA-2014-165386,2014-08-04,Medium,2014,32,2014-08-05,First Class,27.67,Consumer,United States,Chicago,Illinois,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183,2,0.3,-36.6744,US,North America
EP-139154,Emily Phan,31833,US-2014-122637,2014-09-04,High,2014,36,2014-09-09,Second Class,9.23,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",43,7,0.8,-68.1856,US,North America
HW-149354,Helen Wasserman,34809,CA-2014-140326,2014-09-05,Critical,2014,36,2014-09-07,First Class,219.28,Corporate,United States,Chicago,Illinois,Central,FUR-BO-10000112,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",825,9,0.3,-117.882,US,North America
MM-180554,Michelle Moray,33010,US-2014-124968,2014-09-09,Medium,2014,37,2014-09-14,Second Class,56.87,Consumer,United States,Chicago,Illinois,Central,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,766,7,0.5,-566.5625,US,North America
RO-197804,Rose O'Brian,40649,CA-2014-148411,2014-09-25,Critical,2014,39,2014-09-27,First Class,157.5,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,520,2,0.3,-14.8704,US,North America
AH-101954,Alan Haines,34645,CA-2014-154732,2014-11-06,Critical,2014,45,2014-11-08,First Class,2.16,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,16,5,0.8,-25.648,US,North America
DD-135704,Dorothy Dickinson,36345,US-2011-104759,2011-03-31,High,2011,14,2011-04-04,Standard Class,0.84,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,8,7,0.8,-13.8278,US,North America
HD-147854,Harold Dahlen,40887,CA-2011-119172,2011-05-11,High,2011,20,2011-05-15,Standard Class,12.61,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,105,9,0.8,-172.557,US,North America
JL-152354,Janet Lee,33116,US-2011-130379,2011-05-25,Medium,2011,22,2011-05-29,Standard Class,2.45,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",29,2,0.6,-24.189,US,North America
JL-152354,Janet Lee,33115,US-2011-130379,2011-05-25,Medium,2011,22,2011-05-29,Standard Class,8.27,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,76,2,0.8,-166.32,US,North America
MM-180554,Michelle Moray,38037,CA-2011-144029,2011-05-26,Medium,2011,22,2011-05-31,Standard Class,41.4,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,360,2,0.3,-5.1396,US,North America
SB-201704,Sarah Bern,37597,US-2011-161305,2011-06-06,Medium,2011,24,2011-06-12,Standard Class,2.04,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",25,3,0.8,-38.1114,US,North America
JB-154004,Jennifer Braxton,31471,US-2011-100853,2011-09-14,Medium,2011,38,2011-09-19,Standard Class,4.09,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52,2,0.8,-131.12,US,North America
BD-115004,Bradley Drucker,40361,US-2011-151015,2011-10-14,Medium,2011,42,2011-10-20,Standard Class,0.21,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3,3,0.8,-4.8609,US,North America
BH-117104,Brosina Hoffman,41045,US-2011-140914,2011-11-11,High,2011,46,2011-11-15,Standard Class,77.27,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,798,4,0.3,-56.996,US,North America
BH-117104,Brosina Hoffman,41044,US-2011-140914,2011-11-11,High,2011,46,2011-11-15,Standard Class,1.13,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10000175,Furniture,Furnishings,DAX Wood Document Frame.,11,2,0.6,-7.9634,US,North America
AB-106004,Ann Blume,35427,CA-2011-115336,2011-11-18,Low,2011,47,2011-11-25,Standard Class,1.85,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",14,5,0.8,-23.892,US,North America
BK-112604,Berenike Kampe,36393,US-2011-140452,2011-12-06,High,2011,50,2011-12-10,Standard Class,1.23,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,11,3,0.6,-4.8492,US,North America
BK-112604,Berenike Kampe,36391,US-2011-140452,2011-12-06,High,2011,50,2011-12-10,Standard Class,24.38,Consumer,United States,Chicago,Illinois,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,215,5,0.5,-120.372,US,North America
BK-112604,Berenike Kampe,36390,US-2011-140452,2011-12-06,High,2011,50,2011-12-10,Standard Class,2.03,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,14,4,0.8,-31.536,US,North America
BK-112604,Berenike Kampe,36394,US-2011-140452,2011-12-06,High,2011,50,2011-12-10,Standard Class,0.39,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,5,2,0.8,-8.05,US,North America
TS-212054,Thomas Seio,39149,CA-2011-169649,2011-12-09,Medium,2011,50,2011-12-15,Standard Class,0.82,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,20,2,0.8,-53.0088,US,North America
EB-138404,Ellis Ballard,35522,US-2011-102631,2011-12-13,High,2011,51,2011-12-17,Standard Class,8.72,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,94,3,0.6,-42.4926,US,North America
JD-160154,Joy Daniels,33269,CA-2011-148950,2011-12-14,Medium,2011,51,2011-12-19,Standard Class,0.48,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5,4,0.8,-8.6768,US,North America
SP-208604,Sung Pak,38303,CA-2011-119466,2011-12-15,Medium,2011,51,2011-12-21,Standard Class,0.8,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,9,2,0.6,-7.476,US,North America
NP-187004,Nora Preis,38212,CA-2011-142510,2011-12-22,Medium,2011,52,2011-12-29,Standard Class,0.79,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,18,6,0.8,-31.332,US,North America
CA-122654,Christina Anderson,31918,US-2011-111171,2011-12-26,Medium,2011,53,2011-12-31,Standard Class,0.65,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",9,5,0.8,-14.773,US,North America
ZC-219104,Zuschuss Carroll,36974,CA-2011-126802,2011-12-29,Low,2011,53,2012-01-05,Standard Class,5.29,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,39,3,0.6,-50.6688,US,North America
FO-143054,Frank Olsen,39078,CA-2012-132136,2012-03-08,Medium,2012,10,2012-03-12,Standard Class,0.76,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,9,3,0.8,-14.5656,US,North America
PS-189704,Paul Stevenson,31363,US-2012-164175,2012-04-30,Medium,2012,18,2012-05-05,Standard Class,14.19,Home Office,United States,Chicago,Illinois,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213,5,0.3,-15.2225,US,North America
MG-176954,Maureen Gnade,40461,CA-2012-164007,2012-06-08,Medium,2012,23,2012-06-12,Standard Class,1.56,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,143,2,0.8,-393.602,US,North America
MC-176054,Matt Connell,38092,CA-2012-145394,2012-11-16,Medium,2012,46,2012-11-20,Standard Class,2.4,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",35,2,0.6,-15.5268,US,North America
DR-128804,Dan Reichenbach,31551,US-2012-159982,2012-11-28,Medium,2012,48,2012-12-04,Standard Class,0.44,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12,9,0.6,-8.4924,US,North America
JW-160754,Julia West,38450,CA-2012-106208,2012-12-10,High,2012,50,2012-12-15,Standard Class,5.97,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,53,7,0.8,-108.8304,US,North America
KD-163454,Katherine Ducich,33020,US-2012-123218,2012-12-20,Medium,2012,51,2012-12-25,Standard Class,22.18,Consumer,United States,Chicago,Illinois,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359,3,0.3,-71.8116,US,North America
EA-140354,Erin Ashbrook,33119,CA-2013-168956,2013-02-16,Medium,2013,7,2013-02-20,Standard Class,2.64,Corporate,United States,Chicago,Illinois,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",63,3,0.3,-2.6982,US,North America
EA-140354,Erin Ashbrook,33117,CA-2013-168956,2013-02-16,Medium,2013,7,2013-02-20,Standard Class,9.48,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92,6,0.8,-225.5568,US,North America
LC-168704,Lena Cacioppo,40280,CA-2013-110898,2013-03-07,Medium,2013,10,2013-03-13,Standard Class,3.86,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,159,5,0.6,-194.824,US,North America
LC-168704,Lena Cacioppo,40281,CA-2013-110898,2013-03-07,Medium,2013,10,2013-03-13,Standard Class,14.22,Consumer,United States,Chicago,Illinois,Central,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,146,2,0.5,-99.2664,US,North America
LC-168704,Lena Cacioppo,40278,CA-2013-110898,2013-03-07,Medium,2013,10,2013-03-13,Standard Class,0.16,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2,3,0.8,-6.3018,US,North America
LC-168704,Lena Cacioppo,40279,CA-2013-110898,2013-03-07,Medium,2013,10,2013-03-13,Standard Class,0.17,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,2,4,0.8,-2.7648,US,North America
KT-164654,Kean Takahito,34469,US-2013-133879,2013-03-22,Low,2013,12,2013-03-29,Standard Class,69.01,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528,5,0.3,0.0,US,North America
KT-164654,Kean Takahito,34468,US-2013-133879,2013-03-22,Low,2013,12,2013-03-29,Standard Class,0.25,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3,2,0.8,-4.752,US,North America
SP-205454,Sibella Parks,32568,US-2013-103646,2013-04-22,High,2013,17,2013-04-27,Standard Class,3.52,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,49,3,0.8,-126.8592,US,North America
SP-205454,Sibella Parks,32569,US-2013-103646,2013-04-22,High,2013,17,2013-04-27,Standard Class,4.32,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",45,8,0.8,-67.272,US,North America
CB-124154,Christy Brittain,35734,CA-2013-163398,2013-05-04,Medium,2013,18,2013-05-09,Standard Class,1.17,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26,3,0.8,-71.2962,US,North America
CB-124154,Christy Brittain,35732,CA-2013-163398,2013-05-04,Medium,2013,18,2013-05-09,Standard Class,0.2,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2,1,0.8,-3.6003,US,North America
AF-108704,Art Ferguson,34655,CA-2013-139234,2013-05-07,High,2013,19,2013-05-11,Standard Class,0.14,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,3,2,0.8,-5.2932,US,North America
SH-199754,Sally Hughsby,41092,CA-2013-125920,2013-05-22,Low,2013,21,2013-05-29,Standard Class,0.41,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",4,3,0.8,-5.8869,US,North America
BS-116654,Brian Stugart,38901,CA-2013-101791,2013-05-28,Medium,2013,22,2013-06-01,Standard Class,1.95,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,25,3,0.6,-33.3582,US,North America
BS-116654,Brian Stugart,38902,CA-2013-101791,2013-05-28,Medium,2013,22,2013-06-01,Standard Class,0.43,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,6,2,0.6,-1.6752,US,North America
KB-166004,Ken Brennan,39955,CA-2013-168361,2013-06-22,Medium,2013,25,2013-06-26,Standard Class,0.06,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,1,1,0.8,-1.3376,US,North America
RB-194654,Rick Bensley,31398,CA-2013-158568,2013-08-30,Medium,2013,35,2013-09-03,Standard Class,0.19,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,2,3,0.8,-3.0396,US,North America
RL-196154,Rob Lucas,38061,CA-2013-144764,2013-09-03,Medium,2013,36,2013-09-09,Standard Class,141.23,Consumer,United States,Chicago,Illinois,Central,TEC-MA-10003230,Technology,Machines,Okidata C610n Printer,1363,3,0.3,-19.47,US,North America
RB-195704,Rob Beeghly,38859,US-2013-104815,2013-09-04,Medium,2013,36,2013-09-08,Standard Class,8.15,Consumer,United States,Chicago,Illinois,Central,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",199,4,0.3,0.0,US,North America
CS-119504,Carlos Soltero,33456,CA-2013-159737,2013-09-04,Medium,2013,36,2013-09-10,Standard Class,0.64,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",9,3,0.8,-14.9736,US,North America
AS-100904,Adam Shillingsburg,37406,CA-2013-150007,2013-09-12,High,2013,37,2013-09-17,Standard Class,0.11,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,2,3,0.8,-3.2436,US,North America
HK-148904,Heather Kirkland,33106,CA-2013-165484,2013-10-24,Low,2013,43,2013-10-30,Standard Class,1.96,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,16,7,0.6,-12.117,US,North America
BB-115454,Brenda Bowman,33811,CA-2013-124506,2013-11-12,Medium,2013,46,2013-11-18,Standard Class,2.77,Corporate,United States,Chicago,Illinois,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,48,2,0.3,-2.0568,US,North America
BP-110504,Barry Pond,39088,CA-2013-108364,2013-12-20,Medium,2013,51,2013-12-25,Standard Class,0.15,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,2,5,0.8,-2.88,US,North America
CK-125954,Clytie Kelty,35182,US-2014-127341,2014-01-30,Medium,2014,5,2014-02-03,Standard Class,0.41,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12,4,0.8,-20.6176,US,North America
JK-161204,Julie Kriz,35156,CA-2014-154039,2014-02-18,Medium,2014,8,2014-02-23,Standard Class,42.37,Home Office,United States,Chicago,Illinois,Central,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",481,3,0.5,-269.3376,US,North America
MH-180254,Michelle Huthwaite,35061,CA-2014-125878,2014-02-26,High,2014,9,2014-03-03,Standard Class,0.3,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,2,3,0.8,-3.0396,US,North America
SJ-202154,Sarah Jordon,38062,CA-2014-100615,2014-04-21,Medium,2014,17,2014-04-25,Standard Class,31.7,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317,3,0.3,-18.1176,US,North America
SJ-202154,Sarah Jordon,38064,CA-2014-100615,2014-04-21,Medium,2014,17,2014-04-25,Standard Class,1.0,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",15,5,0.6,-6.188,US,North America
SJ-201254,Sanjit Jacobs,33535,CA-2014-166849,2014-04-21,Medium,2014,17,2014-04-27,Standard Class,1.97,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44,2,0.6,-52.17,US,North America
AF-108704,Art Ferguson,39496,CA-2014-125269,2014-04-25,Medium,2014,17,2014-05-01,Standard Class,0.77,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",10,5,0.8,-18.2525,US,North America
BM-115754,Brendan Murry,39480,CA-2014-155642,2014-05-19,Medium,2014,21,2014-05-23,Standard Class,0.18,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,2,1,0.6,-0.9933,US,North America
BM-115754,Brendan Murry,39479,CA-2014-155642,2014-05-19,Medium,2014,21,2014-05-23,Standard Class,1.41,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,23,3,0.6,-10.1736,US,North America
LE-168104,Laurel Elliston,36836,US-2014-150595,2014-05-23,High,2014,21,2014-05-27,Standard Class,22.47,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,182,2,0.3,-54.5958,US,North America
LE-168104,Laurel Elliston,36837,US-2014-150595,2014-05-23,High,2014,21,2014-05-27,Standard Class,0.17,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2,2,0.8,-2.6268,US,North America
MO-178004,Meg O'Connel,31966,US-2014-106663,2014-06-10,High,2014,24,2014-06-14,Standard Class,4.57,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,24,3,0.6,-14.3856,US,North America
MO-178004,Meg O'Connel,31967,US-2014-106663,2014-06-10,High,2014,24,2014-06-14,Standard Class,14.94,Home Office,United States,Chicago,Illinois,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",109,1,0.5,-71.8905,US,North America
MK-179054,Michael Kennedy,35838,US-2014-132206,2014-06-17,Medium,2014,25,2014-06-22,Standard Class,0.39,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,6,7,0.8,-8.904,US,North America
JK-157304,Joe Kamberova,38579,CA-2014-155936,2014-06-23,Low,2014,26,2014-06-30,Standard Class,0.57,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3,3,0.8,-5.0094,US,North America
CS-119504,Carlos Soltero,31876,CA-2014-118640,2014-07-21,Medium,2014,30,2014-07-27,Standard Class,0.48,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",9,1,0.6,-5.7148,US,North America
PT-190904,Pete Takahito,41105,CA-2014-145093,2014-07-22,Medium,2014,30,2014-07-27,Standard Class,0.22,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",2,2,0.8,-3.3792,US,North America
EB-139304,Eric Barreto,39415,US-2014-106551,2014-07-23,Medium,2014,30,2014-07-28,Standard Class,32.41,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,526,4,0.3,-75.192,US,North America
SC-205754,Sonia Cooley,36217,CA-2014-101728,2014-08-20,High,2014,34,2014-08-24,Standard Class,0.35,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2,2,0.8,-3.9032,US,North America
DP-130004,Darren Powers,39425,CA-2014-157350,2014-08-27,Medium,2014,35,2014-09-02,Standard Class,6.23,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",65,5,0.6,-43.848,US,North America
JS-155954,Jill Stevenson,38200,CA-2014-111220,2014-09-03,Medium,2014,36,2014-09-09,Standard Class,0.13,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,6,2,0.8,-15.0876,US,North America
SN-205604,Skye Norling,34143,CA-2014-152093,2014-09-11,Medium,2014,37,2014-09-16,Standard Class,61.63,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,763,3,0.8,-1143.891,US,North America
LC-168704,Lena Cacioppo,36711,US-2014-125647,2014-09-24,Medium,2014,39,2014-09-29,Standard Class,7.83,Consumer,United States,Chicago,Illinois,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,73,6,0.8,-197.5752,US,North America
AG-107654,Anthony Garverick,36994,CA-2014-126123,2014-10-15,Medium,2014,42,2014-10-19,Standard Class,0.65,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,13,1,0.8,-23.548,US,North America
